tweet,rotulo
"BOLSONARO & MICHELE BOLSONARO IMBATÍVEIS NO HORÁRIO ELEITORAL : MICHELLE esbanja simpatia e competência no horário eleitoral do Pres.Bolsonaro e a  ministra Maria Claudia Bucchianeri, do Tribunal Superior Eleitoral (TSE), restringiu primeira-dama, Michelle Bolsonaro, aparecer.",positivo
O Brasil é Bolsonaro!!,positivo
"bom dia compas,ótimo domingo a todos, vamos deixar pra  comemorar dia 2 a noite, agora  vamos atrás dos indecisos e dos votos do ciro,e sepultar  qualquer chance dessa raça ruim logo no primeiro turno, falta pouco. LULA PRESIDENTE ",negativo
QUAL O IMPACTO DE VIRTUAL DERROTA DE LULA SOBRE A ESQUERDA? https://youtu.be/5pb2MZ5l7DY via  @YouTube,neutro
"desculpa lula molusco, tava raspando os pelos da minha jeba... viu ?? ",negativo
Exatamente  @LulaOficial,positivo
"A primeira característica de um bom governante é amar seu país e amar seu povo. Não se governa com ódio. Boa noite, se cuidem e até amanhã.",positivo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
FALOU TUDO QUE PENSO twitter.com/keldavidd/stat…,positivo
Chupa aí  @simonetebetbr  !!!,neutro
"Mulheres de todas as idades prestigiam o presidente @jairbolsonaro em Novo Hamburgo (RS). VAI SER NO 1º TURNO, com a bênção de Deus! #Bolsonaro22",positivo
Vc já viu  @simonetebetbr  ?,neutro
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
"Simone Tebet, responda-me, você sente muita dor? ou já se acostumou com a dor que a b_rr_c_ crônica causa!!",negativo
"Bem vindo ao mundo da política! E também não se esquecendo da lei do retorno, quando o Bolsonaro falava que estavam fazendo covardia com os cidadãos de bem na pandemia e vc nada fez.",positivo
"Será que consigo 100 RT,s #SigaFirmeMoro",positivo
"#SigaFirmeMoro. NEGUE seu apoio ao Bolsonaro sem ""fazer de conta"", só precisa FAZER A COISA CERTA SEMPRE",positivo
"O Brasil inteiro está indignado. A retaliação do PT e do sistema da velha política foi sentida pela minha filha, hoje de manhã em Curitiba. Está clara a preocupação com o fraco desempenho do Lula e seus aliados. A corrupção é a pauta da eleição. O santinho do Moro, não.",negativo
"Tô no salão fazendo unha. O assunto é política/eleições. É, gente, olhar só pra nossa bolha tá perigoso demais. O trem tá feio. Essa eleição não será fácil.",positivo
"minha previsão pra essas eleições é Lula e Bobonaro no segundo turno, e o Bozo levando no segundo. Tomara que eu esteja errado ",negativo
"E pra celebrar o Rock in Rio, aqui vai um registro que reflete bem a minha esperança de que, muito em breve, NENHUM DE NÓS tenha que conviver com essa LEGIÃO de gados!    ",positivo
"O tema Deus, pátria e família é atrasado e marginaliza as pessoas que não se incluem nesse padrão,o governante de um país tem que saber governar para todos ,por isso aqui é Lula 13 no primeiro turno.",negativo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
"Em 2018, apenas Ciro gomes venceria Bolsonaro no segundo turno. (https://veja.abril.com.br/politica/no-2o-turno-bolsonaro-so-perde-para-ciro-e-alcanca-haddad-diz-ibope/…) Alguem quer apostar em quem o cidadao abaixo votou no primeiro turno?",neutro
"Parem de bobagem. Se Ciro conseguir o milagre de duplicar os seus votos... Passando de 9(!) para 18%, quem vai para o segundo turno? Bolsonaro. E se Ciro TRIPLICASSE seus votos? Passado de 9 para 27! Quem iria para o segundo turno? Bolsonaro.  Não sejam linha auxiliar do fascismo",neutro
Chupa aí  @simonetebetbr  !!!,neutro
"Mulheres de todas as idades prestigiam o presidente @jairbolsonaro em Novo Hamburgo (RS). VAI SER NO 1º TURNO, com a bênção de Deus! #Bolsonaro22",positivo
Vc já viu  @simonetebetbr  ?,neutro
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
"Simone Tebet, responda-me, você sente muita dor? ou já se acostumou com a dor que a b_rr_c_ crônica causa!!",negativo
"Uma vez eu fui no perfil do Flávio Bolsonaro zoar com ele e ele me respondeu me chamado de pirralha e me bloqueou kkkk eu ri tanto,porque a 'pirralha' aqui tem 30 anos kkkkkkk",positivo
Modalmais/AP Exata: Bolsonaro tem melhor proveito ‘pós-debate’ -,positivo
"""Gasto de Bolsonaro com TV já supera toda a despesa eleitoral de 2018"" via  @Metropoles",positivo
"Isso é muito grave!!!! Então Lula se irrita porque ninguém ""acabou"" com Palloci quando ""devia""?! Mas se isso não é conspiração para assassinato o que mais seria? Que outros crimes esse sujeito cometeu no poder? Sinistro!",negativo
"Hoje, o PT mostrou a “democracia” que pretende instaurar no país, promovendo uma diligência abusiva em minha residência e sensacionalismo na divulgação da matéria. O crime? Imprimir santinhos com letras dos nomes dos suplentes supostamente menores do que o devido. ",positivo
Não se esqueça que sua mulher assinou a cartinha do Lula,negativo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
Ninguém: artistas mamadores da Rouanet. Aguenta mais: teta secou. Esse governo: Presidente Jair Bolsonaro.,positivo
"Rock in Rio: 'Ninguém aguenta mais esse governo', diz Renato Goes sobre Bolsonaro https://f5.folha.uol.com.br/celebridades/2022/09/ninguem-aguenta-mais-esse-governo-diz-renato-goes-sobre-bolsonaro.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…",positivo
Vamos retweetar o pedido do PR Bolsonaro,positivo
"Vão mais um pouquinho,  @policiafederalr  irão se deliciar com o que vão encontrar. Deixando-os ou não.Pois autonomia é de vocês. E não tenho a menor sombra de dúvida que vocês sabem bem o que Moro fez contra  @LulaOficial  o povo deste país, e nossas leis.  @DelegadoSaraiva  !!!",positivo
"O PIOR ANALFABETO É O ANALFABETO POLÍTICO; É DELE  QUE NASCE A CORRUPÇÃO E CONSEGUINTE A PROSTITUIÇÃO, MISÉRIA ,VIOLÊNCIA, DOENÇAS E MORTES.  FILHOTES DO PT , PSDB,  MDB , PSOL E TODA PROLE LULA , DILMA  , FHC , ALKMIN; AFINAL FORAM MAIS  DE ANOS ROUBADO",negativo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Bolsonaristas não conseguem mais defender ""honestidade"" de Bolsonaro após a descoberta de 51 imóveis comprados com dinheiro vivo",positivo
"Agradecemos as perseguições, mostram claramente o totalitarismo que a escumalha quer…e arrebanham mais votos para Bolsonaro! Votem no 22 Bolsonaro e no PL  22……",positivo
"Assista a ""É URGENTE ! BOLSONARO CHAMA XANDÃO DE VAGABUNDO !"" no YouTube",neutro
"Lula tem o consórcio de Imprensa, Presidente do Senador, TSE e $TF a seu favor. Bolsoanaro tem o Povo e Deus acima de Tudo. Bom dia",negativo
Michelle Bolsonaro compartilha vídeo que mostra Lula em ritual de religião de matriz africana e diz: 'Entregou a alma para vencer essa eleição' | Sonar - A Escuta das Redes | O Globo,negativo
E assim vamos  @cirogomes   @DepLoureiro   @PompeodeMattos   Vieira,positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Please help support Bolsonaro Capitão do Povo 22, add a #Twibbon now!",positivo
Falando sobre a Lei Maria da Penha  @jairbolsonaro  disse: você prefere sacar a lei Maria da Penha ou uma arma? Respondi no  @o_antagonista,positivo
"QQ pessoa sã quer que o Estado a defenda. QQ governo competente, ao menos, promete q defenderá as pessoas. O governo insano e incompetente quer terceirizar a segurança dizendo as mulheres (a todos): se virem que o Estado é incapaz de proteger você.   Que desastre esse Bolsonaro.",positivo
Moro apoiando Bolsonaro é como o ciclista na foto abaixo:,positivo
"Como alguem consegue votar no lula nunca fez nada pelo povô brasileiro, se tivesse feito a metade do que fez por outros países o Brasil seria uma potência.",negativo
Não esquecemos Lula quer voltar ao local do crime disse seu próprio vice.,negativo
Estou boba de como o velho Lula conhece o sistema!! Profético!! ,negativo
Sou fã das voltas que o mundo dá. GRANDE DIA,positivo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
E assim vamos  @cirogomes   @DepLoureiro   @PompeodeMattos   Vieira,positivo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Acho interessante o pessoal que quer Bolsonaro fora, mas quer o L de volta a cena do crime.  Que vota na 3a via, mas que esta fará apoio ao L no 2° turno.  Se Deus quiser confirmaremos nas urnas o que vemos nas ruas e redes sociais.  #BolsonaroReeleitoEm2022",positivo
Eh mas oh os eleitores de Bolsonaro já sabem que eh o Thorcisio e mais não mas eh novo governador de SP e Bolsonaro22 até 26...a  @CNNBrasil  fechará e vc tentará viver de um blog..forte abraço petezada Bolsonaro22 até 26.,positivo
"SABE aquele pessoal que não tinha BANDIDO de ESTIMAÇÃO! ADOTARAM uma FAMÍLIA inteira de LADRÕES MILICIANOS  Seguiu, sigo de volta  Meta, Eleger  Paulo Teixeira 1398 Lula dia 02 de Outubro e BOLSONARO PRESO em 2023",negativo
"#BolsonaroReeleitoEm2022 @tarcisiogdf  segue firme mostrando as verdades que a imprensa se nega a ver.  Bolsonaro é SENSÍVEL sim !! Manda no zap das tias , vai ser sucesso!!",positivo
Mensagem do Nelipe Neto pra você  @LulaOficial  toma vagabundo #BolsonaroReeleitoEm2022,positivo
"O PIOR ANALFABETO É O ANALFABETO POLÍTICO; É DELE  QUE NASCE A CORRUPÇÃO E CONSEGUINTE A PROSTITUIÇÃO, MISÉRIA ,VIOLÊNCIA, DOENÇAS E MORTES.  FILHOTES DO PT , PSDB,  MDB , PSOL E TODA PROLE LULA , DILMA  , FHC , ALKMIN; AFINAL FORAM MAIS  DE ANOS ROUBADO",negativo
Bom dia. Faltam 5 domingos pra que possamos eleger  @LulaOficial  no 1 turno. Ótimo domingo!,positivo
E assim vamos  @cirogomes   @DepLoureiro   @PompeodeMattos   Vieira,positivo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
"Como é bom ver o jornalismo sério refrescando a memória do Ciro Gomes e expondo sua incoerência, oportunismo e rancor",positivo
Bom dia  @simonetebet  vamos de Michelle?,positivo
Mais um vídeo da Michelle. Vamos compartilhar antes que a Simone Estepe mande tirar do ar.,negativo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
Atenção patriotas. Ciro Gomes já está fazendo sua parte nesse vídeo para reeleger Bolsonaro. Vamos fazer a nossa? Compartilhem sem dó.,neutro
"Minha PD Michelle Bolsonaro,  linda, maravilhosa, nunca antes tivemos uma mulher tão competente nessa função.  #JairBTemMeuVoto",positivo
mto bonito isso do pessoal do lol fazendo o L apoiando nosso candidato lula!,negativo
"#NowPlaying on #CacoteoRadio Mordia - Joyce- Santana, Lula Miranda Listen Now via tu emisora #1 del #OgKushMusical http://cacoteoradio.com #Reggaeton #Hiphop #LatinUrban #Dancehall #EDM #TrapLatino #Afrobeat",negativo
"Eu não vou votar nem Lula nem Bolsonaro, bjs",negativo
Atenção patriotas. Ciro Gomes já está fazendo sua parte nesse vídeo para reeleger Bolsonaro. Vamos fazer a nossa? Compartilhem sem dó.,neutro
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
Bom dia  @simonetebet  vamos de Michelle?,positivo
Mais um vídeo da Michelle. Vamos compartilhar antes que a Simone Estepe mande tirar do ar.,negativo
A mulher mais linda no Brasil @Janja @lualckmin_   @simonetebetbr,neutro
Chupa  @simonetebetbr  !,neutro
"Gente não publiquem esse vídeo, a Tebet não quer e o TSE proibiu a veiculação dele na TV e redes sociais.",positivo
"Exatamente,  @BolsonaroSP    #goias #goiás #go #direita #jairbolsonaro #bolsonaro .  @GayerGus  #RafaelBueno  @wildermorais  @MajorVitorHugo  @jairbolsonaro  ",positivo
"O candidato que te entrega santinho sem o número do Presidente Bolsonaro, já desconfie…",positivo
a mãe de bolsonaro foi presa por matar gabsouza,positivo
Bolsonaro reeleito 22 votei e voto e pronto,positivo
"O vídeo que Lula e PT quer APAGAR de todas as maneiras, ajude a viralizar https://youtu.be/x9kiZJ_UXuU via  @YouTube",neutro
E foi aqui que o Lula perdeu ,negativo
"Diz a lenda que irrita o tchutchuca chamar ele de tchutchuca, então não usem esse áudio nem decorem a dancinha da Tchutchuca do Centrão, hein?  Faltam 5 semanas! ",positivo
O povo antes de assistir o show mandando o Lula tomar chop   https://facebook.com/100029171404230/posts/pfbid07p8bF9SMeFDxuiaZzonGsneHyrfZpNZBwt7gNQ8WuAiD5hAERBDstxY5FUKYprDSl/?sfnsn=wiwspmo…,negativo
"... #Eleições2022 , a mais cara da #História .  @cirogomes  9 milhões de votos  @simonetebetbr  5 milhões de votos Para quê gastar dinheiro com o segundo turno .",positivo
